verb,  query,  verb_translation, notes
release, releasing water from dam, ablassen, Wasser aus dem Damm ablassen
release, seeting an alarm, einrichten, einen Alarm einrichten
set, setting on fire,anzünden,  anzünden
set, setting a table, decken, einen Tisch decken
set, setting a stage, vorbereiten, vorbereiten
set, setting diamonds, fassen, Diamanten fassen
set, helicopter setting down, landen, ein Hubschrauber landet
set, setting hair, frisieren, Haare frisieren
set, carpenter setting nail, schlagen, ein Schreiner schlägt einen Nagel ein
spin, spinning wool, spinnen, Wolle spinnen
spin, spinning a bottle, drehen, die Flasche drehen
spin, spinning a wheel, drehen, das Rad drehen
spin, spinning yarn, spinnen, Zwirn spinnen 
spin, spinning cotton, spinnen, Baumwolle spinnen
spin, metal spinning, drehen, Metall drehen
spin, spinning a top, drehen, einen Kreisel drehen
spin, spinning a ball, drehen, einen Ball drehen
spin, spinning in salsa dance, drehen, sich im Salsa drehen
spin, spinning in ballet, drehen, sich im Ballett drehen
spin, spinning a coin, werfen, eine Münze werfen
spin, spiders spinning web, spinnen, ein Netz spinnen
spin, spinning children, drehen, Kinder drehen sich
soak, soaking up the sun, liegen, in der Sonne liegen
soak, soaking in a bath, einweichen, in Bad einweichen
soak, soaking up the sunshine, liegen, im Sonneschein liegen
soak, soak in the tub, liegen, in der Wanne liegen
soak, soaking the beans, einweichen, die Bohnen einweichen
soak, soaking in rain, einweichen, im Regen einweichen
soak, soaking clothes in bucket, einweichen, die Kleider in einem Eimer einweichen
soak, soaking feet, einweichen, die Füsse einweichen
soak, soaking fingers, einweichen, die Finger einweichen
soak, soaking sponge, einweichen, den Schwamm einweichen
shake, shaking hands, schütteln, Hände schütteln
shake, shaking salt, streuen, Salz streuen
shake, shaking drinks, schütteln, Getränke schütteln
shake, shaking finger, drohen, mit dem Finger drohen 
shake, shaking off, abschütteln, abschütteln
shake, shaking head, schütteln, den Kopf schütteln
shake, shaking box, schütteln, die Kiste schütteln
shake, shaking present, schütteln, das Geschenk schütteln
shake, shaking fist, drohen, mit der Faust drohen
shake, shaking body, schütteln, den Körper schütteln
wait, waiting in the line, stehen, Schlage stehen
wait, waiting at the gate, stehen, am Tor stehen
wait, waiting for cab, warten, auf ein Taxi warten
wait, server waiting in a restaurant, bedienen, ein Kellner bedient in einem Restaurant
wait, waiting for the call, warten, auf den Anruf warten
wait, waiting for food, warten, auf das Essen warten
wait, waiting for someone at airport, warten, auf jemanden am Flughafen warten
wait, waiting for a ride, warten, auf eine Mitfahrgelegenheit warten
wait, waiting at the door, warten, an der Tür warten
wait, waiting for the bus, warten, auf den Bus warten
wait, people waiting in queue, stehen, Leute stehen Schlange
stuff, stuffing a turkey with hand, ausstopfen, einen Truthahn von Hand ausstopfen
stuff, stuffing food into mouth, stopfen, Essen in den Mund stopfen
stuff, stuffing with money, vollstopfen , mit Geld vollstopfen
stick, sticking to the pan, kleben , an der Pfanne kleben
stick, sticking out tongue, heraustrecken , die Zunge heraustrecken
stick, dog sticking out tongue, strecken , der Hund streckt die Zunge heraus
stick, sticking with glue, kleben , mit Klebstoff kleben
stick, sticking out hand,herausstrecken , die Hand herausstrecken 
stick, sticking to the bottom,kleben , am Boden kleben
stick, sticking a label, aufkleben , ein Etikett aufkleben
stick, sticking needle into finger, stechen , mit der Nadel in den Finger stechen
stick, sticking thumb, herausstrecken , den Daumen herausstrecken
stick, sticking photo on wall, kleben , Fotos an die Wand kleben
wave, waving hands, winken , mit den Händen winken
wave, waving arms, winken , mit den Armen winken
wave, waving in the wind, flattern , im Wind flattern
wave, people waving flags, schwingen , Menschen Fahnen schwingen
wave, waving banners, schwingen , Transparente schwingen
wave, waving to the crowd, zuwinken , der Menge zuwinken
wave, waving the gun, zuwinken , die Waffe schwingen
wave, waving his fist, schwingen , die Faust schwingen
wave, waving a coat, schwingen , eine Jacken schwingen
wave, waving her hair, flattern , die Haare flattern
wave, waving sword, schwingen , ein Schwert schwingen
